r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.33825530021014094,0.3193483087875736,3.965207314184344,17.8904878438988,1.880290373778003e-9,3,-302.78051685622245,615.5610337124449,629.0177731235906,1650.9012496684068,105,109
