r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.3407423248138388,0.3219063912370914,3.9577491122157373,18.09001520553659,1.5483902628797358e-9,3,-302.5753045059457,615.1506090118914,628.6073484230371,1644.696693700668,105,109
